005.zip	005
ep_pizza.zip	Pizza The Action (Maygay) (EPOCH) (2.3, set 1)
ep_pizzaa.zip	Pizza The Action (Maygay) (EPOCH) (2.3, set 2)
ep_pizzab.zip	Pizza The Action (Maygay) (EPOCH) (2.1, set 3)
ep_pizzac.zip	Pizza The Action (Maygay) (EPOCH) (2.1, set 4)
ep_pkni.zip	The Phoenix Knights (Global) (EPOCH) (1.1, set 1)
ep_pknia.zip	The Phoenix Knights (Global) (EPOCH) (1.1, set 2)
ep_pknib.zip	The Phoenix Knights (Global) (EPOCH) (1.3, set 3)
ep_pknic.zip	The Phoenix Knights (Global) (EPOCH) (1.3, set 4)
ep_pknid.zip	The Phoenix Knights (Global) (EPOCH) (1.4, set 5)
ep_pknie.zip	The Phoenix Knights (Global) (EPOCH) (1.7, set 6)
ep_pknif.zip	The Phoenix Knights (Global) (EPOCH) (1.7, set 7)
ep_pwrpl.zip	Power Play (Maygay) (EPOCH) (PPLY 0.3, set 1)
ep_pwrpla.zip	Power Play (Maygay) (EPOCH) (PPLY 0.3, set 2)
ep_rags.zip	Rags To Riches Club (Maygay) (EPOCH) (1.10, set 1)
ep_ragsa.zip	Rags To Riches Club (Maygay) (EPOCH) (1.10, set 2)
ep_rchik.zip	Rich Chics Club (Global) (EPOCH) (set 1)
ep_rchika.zip	Rich Chics Club (Global) (EPOCH) (set 2)
ep_react.zip	Reactor (Maygay - Impulse) (EPOCH) (set 1)
ep_reacta.zip	Reactor (Maygay - Impulse) (EPOCH) (set 2)
ep_reactb.zip	Reactor (Maygay - Impulse) (EPOCH) (set 3)
ep_reactc.zip	Reactor (Maygay - Impulse) (EPOCH) (set 4)
ep_reactd.zip	Reactor (Maygay - Impulse) (EPOCH) (set 5)
ep_reacte.zip	Reactor (Maygay - Impulse) (EPOCH) (set 6)
ep_redl.zip	Red Line (Extreme) (EPOCH) (RELI 0.1, set 1)
ep_redla.zip	Red Line (Extreme) (EPOCH) (RELI 0.1, set 2)
ep_rlgdt.zip	Reel Good Time (Rebuild) (Global) (Version 1.0) (EPOCH)
ep_roost.zip	Roosters Millions (Maygay) (EPOCH) (1.2, set 1)
ep_roosta.zip	Roosters Millions (Maygay) (EPOCH) (1.2, set 2)
ep_royrc.zip	Royal Roulette Club (Impulse) (EPOCH) (set 1)
ep_royrca.zip	Royal Roulette Club (Impulse) (EPOCH) (set 2)
ep_royrl.zip	Royal Roulette (Maygay) (EPOCH) (set 1)
ep_royrla.zip	Royal Roulette (Maygay) (EPOCH) (set 2)
ep_royrlb.zip	Royal Roulette (Maygay) (EPOCH) (set 3)
ep_royrlc.zip	Royal Roulette (Maygay) (EPOCH) (set 4)
ep_royrld.zip	Royal Roulette (Maygay) (EPOCH) (set 5)
ep_royrle.zip	Royal Roulette (Maygay) (EPOCH) (set 6)
ep_rtt.zip	Round The Twist (Maygay) (EPOCH) (set 1)
ep_rtta.zip	Round The Twist (Maygay) (EPOCH) (set 2)
ep_scrm.zip	Screamin Demon (Maygay) (EPOCH) (SCDE 2.0, set 1)
ep_scrma.zip	Screamin Demon (Maygay) (EPOCH) (SCDE 2.0, set 2)
ep_scrmb.zip	Screamin Demon (Maygay) (EPOCH) (SCDE 1.0, set 3)
ep_scrmc.zip	Screamin Demon (Maygay) (EPOCH) (SCDE 1.0, set 4)
ep_sdcla.zip	Spotted Dick Classic (Global) (EPOCH) (set 1)
ep_sdclaa.zip	Spotted Dick Classic (Global) (EPOCH) (set 2)
ep_sdclab.zip	Spotted Dick Classic (Global) (EPOCH) (set 3)
ep_sdclac.zip	Spotted Dick Classic (Global) (EPOCH) (set 4)
ep_sdclad.zip	Spotted Dick Classic (Global) (EPOCH) (set 5)
ep_sdclae.zip	Spotted Dick Classic (Global) (EPOCH) (set 6)
ep_sdclaf.zip	Spotted Dick Classic (Global) (EPOCH) (set 7)
ep_sdclag.zip	Spotted Dick Classic (Global) (EPOCH) (set 8)
ep_sdclb.zip	Spotted Dick Club (Global) (EPOCH) (set 1)
ep_sdclba.zip	Spotted Dick Club (Global) (EPOCH) (set 2)
ep_secag.zip	Secret Agent (Maygay) (EPOCH) (1.5, set 1)
ep_secaga.zip	Secret Agent (Maygay) (EPOCH) (1.5, set 2)
ep_secagb.zip	Secret Agent (Maygay) (EPOCH) (1.3, set 3)
ep_simfr.zip	Simply Fruits (Maygay) (EPOCH) (1.2, set 1)
ep_simfra.zip	Simply Fruits (Maygay) (EPOCH) (1.2, set 2)
ep_simp.zip	The Simpsons (Maygay) (EPOCH) (3.6, set 1)
ep_simpa.zip	The Simpsons (Maygay) (EPOCH) (3.5, set 2)
ep_simpb.zip	The Simpsons (Maygay) (EPOCH) (3.5, set 3)
ep_simpc.zip	The Simpsons (Maygay) (EPOCH) (4.5, set 4)
ep_simpd.zip	The Simpsons (Maygay) (EPOCH) (4.5, set 5)
ep_simpe.zip	The Simpsons (Maygay) (EPOCH) (1.5, set 6)
ep_simpf.zip	The Simpsons (Maygay) (EPOCH) (1.5, set 7)
ep_simpg.zip	The Simpsons (Maygay) (EPOCH) (2.5, set 8)
ep_simph.zip	The Simpsons (Maygay) (EPOCH) (2.5, set 9)
ep_simpj.zip	The Simpsons (Maygay) (EPOCH) (1.8, set 10)
ep_simpk.zip	The Simpsons (Maygay) (EPOCH) (1.8, set 11)
ep_simpl.zip	The Simpsons (Maygay) (EPOCH) (3.7, set 12)
ep_simpm.zip	The Simpsons (Maygay) (EPOCH) (3.7, set 13)
ep_smoke.zip	Holy Smoke! (Impulse) (EPOCH) (set 1)
ep_smokea.zip	Holy Smoke! (Impulse) (EPOCH) (set 2)
ep_smokeb.zip	Holy Smoke! (Impulse) (EPOCH) (set 3)
ep_smokec.zip	Holy Smoke! (Impulse) (EPOCH) (set 4)
ep_smoked.zip	Holy Smoke! (Impulse) (EPOCH) (set 5)
ep_smokee.zip	Holy Smoke! (Impulse) (EPOCH) (set 6)
ep_smokef.zip	Holy Smoke! (Impulse) (EPOCH) (set 7)
ep_smokeg.zip	Holy Smoke! (Impulse) (EPOCH) (set 8)
ep_smokeh.zip	Holy Smoke! (Impulse) (EPOCH) (set 9)
ep_smokei.zip	Holy Smoke! (Impulse) (EPOCH) (set 10)
ep_smokej.zip	Holy Smoke! (Impulse) (EPOCH) (set 11)
ep_snbev.zip	Saturday Night Beaver (Global) (EPOCH) (1.8, set 1)
ep_snbeva.zip	Saturday Night Beaver (Global) (EPOCH) (1.8, set 2)
ep_snbevb.zip	Saturday Night Beaver (Global) (EPOCH) (1.9, set 3)
ep_snbevc.zip	Saturday Night Beaver (Global) (EPOCH) (1.9, set 4)
ep_snbevd.zip	Saturday Night Beaver (Global) (EPOCH) (2.1, set 5)
ep_snbeve.zip	Saturday Night Beaver (Global) (EPOCH) (2.1, set 6)
ep_snset.zip	Sunset Strip (Extreme) (EPOCH) (SUST 0.1, set 1)
ep_snseta.zip	Sunset Strip (Extreme) (EPOCH) (SUST 0.1, set 2)
ep_snw.zip	Super Nudge Wink (Maygay - Union) (EPOCH) (set 1)
ep_snwa.zip	Super Nudge Wink (Maygay - Union) (EPOCH) (set 2)
ep_snwb.zip	Super Nudge Wink (Maygay - Union) (EPOCH) (set 3)
ep_snwc.zip	Super Nudge Wink (Maygay - Union) (EPOCH) (set 4)
ep_snwd.zip	Super Nudge Wink (Maygay - Union) (EPOCH) (set 5)
ep_spart.zip	Spartacash (Maygay - Impulse) (EPOCH) (set 1)
ep_sparta.zip	Spartacash (Maygay - Impulse) (EPOCH) (set 2)
ep_spartb.zip	Spartacash (Maygay - Impulse) (EPOCH) (set 3)
ep_spcbw.zip	Special Brew (Maygay) (EPOCH) (1.1, set 1)
ep_spcbwa.zip	Special Brew (Maygay) (EPOCH) (1.1, set 2)
ep_spcbwb.zip	Special Brew (Maygay) (EPOCH) (1.3, set 3)
ep_spcbwc.zip	Special Brew (Maygay) (EPOCH) (1.3, set 4)
ep_spcbwd.zip	Special Brew (Maygay) (EPOCH) (1.5, set 5)
ep_spcbwe.zip	Special Brew (Maygay) (EPOCH) (1.5, set 6)
ep_spcbwf.zip	Special Brew (Maygay) (EPOCH) (1.6, set 7)
ep_spcbwg.zip	Special Brew (Maygay) (EPOCH) (1.6, set 8)
ep_spcbwh.zip	Special Brew (Maygay) (EPOCH) (1.4, set 9)
ep_spcbwi.zip	Special Brew (Maygay) (EPOCH) (1.4, set 10)
ep_spcbwj.zip	Special Brew (Maygay) (EPOCH) (1.8, set 11)
ep_spcbwk.zip	Special Brew (Maygay) (EPOCH) (1.8, set 12)
ep_spcbwl.zip	Special Brew (Maygay) (EPOCH) (1.9, set 13)
ep_spcbwm.zip	Special Brew (Maygay) (EPOCH) (1.9, set 14)
ep_spec.zip	Spectre (Maygay) (EPOCH) (1.6, set 1)
ep_speca.zip	Spectre (Maygay) (EPOCH) (1.6, set 2)
ep_specb.zip	Spectre (Maygay) (EPOCH) (1.3, set 3)
ep_spin.zip	Spin On It (Maygay - Impulse) (EPOCH) (set 1)
ep_spina.zip	Spin On It (Maygay - Impulse) (EPOCH) (set 2)
ep_spinb.zip	Spin On It (Maygay - Impulse) (EPOCH) (set 3)
ep_spinc.zip	Spin On It (Maygay - Impulse) (EPOCH) (set 4)
ep_spind.zip	Spin On It (Maygay - Impulse) (EPOCH) (set 5)
ep_spine.zip	Spin On It (Maygay - Impulse) (EPOCH) (set 6)
ep_spirt.zip	Hi Spirits (Global) (EPOCH) (2.3, set 1)
ep_spirta.zip	Hi Spirits (Global) (EPOCH) (2.3, set 2)
ep_spirtb.zip	Hi Spirits (Global) (EPOCH) (4.1, set 3)
ep_spntn.zip	Spin & Tonic (Maygay - Impulse) (EPOCH) (set 1)
ep_spntna.zip	Spin & Tonic (Maygay - Impulse) (EPOCH) (set 2)
ep_spntnb.zip	Spin & Tonic (Maygay - Impulse) (EPOCH) (set 3)
ep_spntnc.zip	Spin & Tonic (Maygay - Impulse) (EPOCH) (set 4)
ep_spook.zip	Spooky Hollow (Global) (EPOCH) (1.3, set 1)
ep_spooka.zip	Spooky Hollow (Global) (EPOCH) (1.3, set 2)
ep_spookb.zip	Spooky Hollow (Global) (EPOCH) (2.7, set 3)
ep_srwin.zip	Sir Winalot (Maygay) (EPOCH) (2.6, set 1)
ep_srwina.zip	Sir Winalot (Maygay) (EPOCH) (3.3, set 2)
ep_srwinb.zip	Sir Winalot (Maygay) (EPOCH) (3.3, set 3)
ep_srwinc.zip	Sir Winalot (Maygay) (EPOCH) (2.6, set 4)
ep_srwind.zip	Sir Winalot (Maygay) (EPOCH) (2.1, set 5)
ep_step.zip	Stepping Stones (Maygay) (EPOCH) (1.0, set 1)
ep_stepa.zip	Stepping Stones (Maygay) (EPOCH) (1.0, set 2)
ep_stm.zip	Storm Force (Global) (EPOCH) (set 1)
ep_stma.zip	Storm Force (Global) (EPOCH) (set 2)
ep_stmb.zip	Storm Force (Global) (EPOCH) (set 3)
ep_stmc.zip	Storm Force (Global) (EPOCH) (set 4)
ep_stmcl.zip	Storm Force Club (Global) (EPOCH) (set 1)
ep_stmcla.zip	Storm Force Club (Global) (EPOCH) (set 2)
ep_strat.zip	Stratagem (Maygay) (EPOCH) (set 1)
ep_strata.zip	Stratagem (Maygay) (EPOCH) (set 2)
ep_subb.zip	Subbuteo (Maygay) (EPOCH) (set 1)
ep_subba.zip	Subbuteo (Maygay) (EPOCH) (set 2)
ep_subbb.zip	Subbuteo (Maygay) (EPOCH) (set 3)
ep_subbc.zip	Subbuteo (Maygay) (EPOCH) (set 4)
ep_subbd.zip	Subbuteo (Maygay) (EPOCH) (set 5)
ep_subbe.zip	Subbuteo (Maygay) (EPOCH) (set 6)
ep_subbf.zip	Subbuteo (Maygay) (EPOCH) (set 7)
ep_subbg.zip	Subbuteo (Maygay) (EPOCH) (set 8)
ep_survi.zip	Survival (Maygay) (EPOCH) (1.4, set 1)
ep_survia.zip	Survival (Maygay) (EPOCH) (1.4, set 2)
ep_tak5.zip	Take Five (Maygay - Union) (EPOCH) (set 1)
ep_tak5a.zip	Take Five (Maygay - Union) (EPOCH) (set 2)
ep_tcrwn.zip	Triple Crown (Maygay) (EPOCH) (2.2, set 1)
ep_tcrwna.zip	Triple Crown (Maygay) (EPOCH) (2.2, set 2)
ep_tcrwnb.zip	Triple Crown (Maygay) (EPOCH) (2.2, set 3)
ep_tcrwnc.zip	Triple Crown (Maygay) (EPOCH) (2.2, set 4)
ep_tcrwnd.zip	Triple Crown (Maygay) (EPOCH) (3.1, set 5)
ep_tcrwne.zip	Triple Crown (Maygay) (EPOCH) (3.1, set 6)
ep_tincn.zip	Tin Can Alley (Maygay) (EPOCH) (1.5, set 1)
ep_tincna.zip	Tin Can Alley (Maygay) (EPOCH) (1.5, set 2)
ep_tits.zip	Title Shot Club (Maygay) (EPOCH) (1.7, set 1)
ep_titsa.zip	Title Shot Club (Maygay) (EPOCH) (1.7, set 2)
ep_titsb.zip	Title Shot Club (Maygay) (EPOCH) (1.5, set 3)
ep_tod.zip	Truth Or Dare (Global) (EPOCH) (set 1)
ep_toda.zip	Truth Or Dare (Global) (EPOCH) (set 2)
ep_tonfn.zip	Tons Of Fun (Maygay) (EPOCH) (1.5, set 1)
ep_tonfna.zip	Tons Of Fun (Maygay) (EPOCH) (1.5, set 2)
ep_tortr.zip	Torture TV (Maygay) (EPOCH) (1.3, set 1)
ep_tortra.zip	Torture TV (Maygay) (EPOCH) (1.3, set 2)
ep_tp.zip	Trivial Pursuit (Maygay) (EPOCH) (3.5, set 1)
ep_tp2.zip	Trivial Pursuit 2 (Maygay) (EPOCH) (2.2, set 1)
ep_tp2a.zip	Trivial Pursuit 2 (Maygay) (EPOCH) (2.2, set 2)
ep_tpa.zip	Trivial Pursuit (Maygay) (EPOCH) (3.5, set 2)
ep_tpb.zip	Trivial Pursuit (Maygay) (EPOCH) (2.1, set 3)
ep_trail.zip	Trailblazer (Maygay - Impulse) (EPOCH) (set 1)
ep_traila.zip	Trailblazer (Maygay - Impulse) (EPOCH) (set 2)
ep_trailb.zip	Trailblazer (Maygay - Impulse) (EPOCH) (set 3)
ep_treas.zip	Treasure Hunt (Global) (EPOCH) (Version 1.6)
ep_tree.zip	Tree Amigos (Maygay) (EPOCH) (TRAM 0.3, set 1)
ep_treea.zip	Tree Amigos (Maygay) (EPOCH) (TRAM 0.3, set 2)
ep_trics.zip	Triple Cash (Maygay - Union) (EPOCH) (set 1)
ep_tricsa.zip	Triple Cash (Maygay - Union) (EPOCH) (set 2)
ep_tutcl.zip	Tutankhamun Club (Maygay) (EPOCH) (2.1, set 1)
ep_tutcla.zip	Tutankhamun Club (Maygay) (EPOCH) (2.1, set 2)
ep_tutclb.zip	Tutankhamun Club (Maygay) (EPOCH) (1.8, set 3)
ep_twarp.zip	Time Warp (Extreme) (EPOCH) (TWRP 0.1, set 1)
ep_twarpa.zip	Time Warp (Extreme) (EPOCH) (TWRP 0.1, set 2)
ep_twarpb.zip	Time Warp (Extreme) (EPOCH) (TWRP 0.4, set 3)
ep_twarpc.zip	Time Warp (Extreme) (EPOCH) (TWRP 0.4, set 4)
ep_utncl.zip	Utter Nutter Club (Global) (EPOCH) (set 1)
ep_utncla.zip	Utter Nutter Club (Global) (EPOCH) (set 2)
ep_utnut.zip	Utter Nutter (Global) (EPOCH) (set 1)
ep_utnuta.zip	Utter Nutter (Global) (EPOCH) (set 2)
ep_utnutb.zip	Utter Nutter (Global) (EPOCH) (set 3)
ep_utnutc.zip	Utter Nutter (Global) (EPOCH) (set 4)
ep_vipjv.zip	Viper Jive (Maygay - Extreme) (EPOCH) (JIVE 1.1, set 1)
ep_vipjva.zip	Viper Jive (Maygay - Extreme) (EPOCH) (JIVE 1.1, set 2)
ep_vipjvb.zip	Viper Jive (Maygay - Extreme) (EPOCH) (JIVE 2.2, set 3)
ep_vipjvc.zip	Viper Jive (Maygay - Extreme) (EPOCH) (JIVE 2.2, set 4)
ep_vipjvd.zip	Viper Jive (Maygay - Extreme) (EPOCH) (JIVE 2.1, set 5)
ep_wf.zip	Wildfire (Global) (EPOCH) (set 1)
ep_wfa.zip	Wildfire (Global) (EPOCH) (set 2)
ep_wfb.zip	Wildfire (Global) (EPOCH) (set 3)
ep_wfc.zip	Wildfire (Global) (EPOCH) (set 4)
ep_wfd.zip	Wildfire (Global) (EPOCH) (set 5)
ep_wfe.zip	Wildfire (Global) (EPOCH) (set 6)
ep_wff.zip	Wildfire (Global) (EPOCH) (set 7)
ep_wfg.zip	Wildfire (Global) (EPOCH) (set 8)
ep_wildf.zip	Wildfire (Maygay - Impulse) (EPOCH) (set 1)
ep_wildfa.zip	Wildfire (Maygay - Impulse) (EPOCH) (set 2)
ep_wipeo.zip	Wipeout (Maygay) (EPOCH) (set 1)
ep_wipeoa.zip	Wipeout (Maygay) (EPOCH) (set 2)
ep_wipeob.zip	Wipeout (Maygay) (EPOCH) (set 3)
ep_wipeoc.zip	Wipeout (Maygay) (EPOCH) (set 4)
ep_wipeoe.zip	Wipeout (Maygay) (EPOCH) (set 5)
ep_wleek.zip	Weakest Leek Club (Global) (EPOCH) (set 1)
ep_wleeka.zip	Weakest Leek Club (Global) (EPOCH) (set 2)
ep_word.zip	Word Up (Maygay) (EPOCH) (1.4, set 1)
ep_worda.zip	Word Up (Maygay) (EPOCH) (1.4, set 2)
ep_wordb.zip	Word Up (Maygay) (EPOCH) (2.4, set 3)
ep_wordc.zip	Word Up (Maygay) (EPOCH) (2.4, set 4)
ep_wordd.zip	Word Up (Maygay) (EPOCH) (3.1, set 5)
ep_worde.zip	Word Up (Maygay) (EPOCH) (3.1, set 6)
ep_wordf.zip	Word Up (Maygay) (EPOCH) (4.1, set 7)
ep_wordg.zip	Word Up (Maygay) (EPOCH) (4.1, set 8)
ep_wside.zip	Wildside (Global) (EPOCH) (1.2, set 1)
ep_wsidea.zip	Wildside (Global) (EPOCH) (set 2)
ep_wud.zip	What's Up Doc (Global) (EPOCH) (set 1)
ep_wuda.zip	What's Up Doc (Global) (EPOCH) (set 2)
ep_wudb.zip	What's Up Doc (Global) (EPOCH) (set 3)
ep_wudc.zip	What's Up Doc (Global) (EPOCH) (set 4)
ep_wudd.zip	What's Up Doc (Global) (EPOCH) (set 5)
ep_wude.zip	What's Up Doc (Global) (EPOCH) (set 6)
ep_xspot.zip	X Marks The Spot (Maygay) (EPOCH) (1.5, set 1)
ep_xspota.zip	X Marks The Spot (Maygay) (EPOCH) (1.5, set 2)
ep_xspotb.zip	X Marks The Spot (Maygay) (EPOCH) (1.4, set 3)
ep_xtra.zip	X-tra X-tra (Maygay) (EPOCH) (1.5, set 1)
ep_xtraa.zip	X-tra X-tra (Maygay) (EPOCH) (1.5, set 2)
eprom.zip	Escape from the Planet of the Robot Monsters (set 1)
eprom2.zip	Escape from the Planet of the Robot Monsters (set 2)
equites.zip	Equites
equitess.zip	Equites (Sega)
erosone.zip	Eros One
ertictac.zip	Erotictac/Tactic
ertictaca.zip	Erotictac/Tactic (ver 01)
ertictacb.zip	Erotictac/Tactic (set 2)
esb.zip	The Empire Strikes Back
escape.zip	Escape
esckids.zip	Escape Kids (Asia 4 Players)
esckidsj.zip	Escape Kids (Japan 2 Players)
esclwrld.zip	Escape from the Lost World
esclwrldg.zip	Escape from the Lost World (German)
escounts.zip	Every Second Counts (39-360-053)
esh.zip	Esh's Aurunmilla (set 1)
esha.zip	Esh's Aurunmilla (Set 2)
esha_la1.zip	Earthshaker (LA-1)
esha_la3.zip	Earthshaker (LA-3)
esha_lg1.zip	Earthshaker (German) (LG-1)
esha_lg2.zip	Earthshaker (German) (LG-2)
esha_ma3.zip	Earthshaker (Metallica) (LA-3)
esha_pa1.zip	Earthshaker (Prototype) (PA-1)
esha_pr4.zip	Earthshaker (Family version) (PR-4)
eshb.zip	Esh's Aurunmilla (Set 3)
espgal.zip	EspGaluda
espgal2.zip	Espgaluda II (2005/11/14 MASTER VER)
espial.zip	Espial (US[Q])
espiale.zip	Espial (Europe)
espialu.zip	Espial (US?)
esprade.zip	ESP Ra.De. (International Ver 1998 4-22)
espradej.zip	ESP Ra.De. (Japan Ver 1998 4-21)
espradejo.zip	ESP Ra.De. (Japan, Ver. 98/04/14)
espradeo.zip	ESP Ra.De. (Japan Ver 1998 4-14)
eswat.zip	E-Swat - Cyber Police
eswatbl.zip	E-Swat - Cyber Police (bootleg)
eswatj.zip	E-Swat - Cyber Police (set 1, Japan, FD1094 317-0128)
eswatj1.zip	E-Swat - Cyber Police (set 1, Japan, FD1094 317-0131)
eswatu.zip	E-Swat - Cyber Police (set 2, US, FD1094 317-0129)
eto.zip	Kokontouzai Eto Monogatari (Japan)
euro2k2.zip	Europa 2002 (Ver 2.0, set 1)
euro2k2a.zip	Europa 2002 (Ver 2.0, set 2)
euro2k2s.zip	Europa 2002 Space (Ver 3.0)
euroch92.zip	Euro Champ '92 (World)
eurogame.zip	The Euro Game (set 1)
eurogamea.zip	The Euro Game (set 2)
europass.zip	Euro Pass (Ver 1.1)
evelknie.zip	Evel Knievel
evilngt.zip	Evil Night (ver EAA)
evilngte.zip	Evil Night (ver EAA)
evilston.zip	Evil Stone
evlfight.zip	Evil Fight
evosocc.zip	Evolution Soccer
ewf.zip	Earth Wind Fire
excalibr.zip	Excalibur
excelsr.zip	Excelsior
excelsra.zip	Excelsior (set 2)
excitbj.zip	Exciting Black Jack
excitbkj.zip	Vs. Excitebike (Japan)
excitebk.zip	Vs. Excitebike
excitebka.zip	Vs. Excitebike (set EB4-3 ?)
excitebkj.zip	Vs. Excitebike (Japan)
excthour.zip	Exciting Hour
exctleag.zip	Excite League
exctscc2.zip	Exciting Soccer II
exctscca.zip	Exciting Soccer (alternate music)
exctsccb.zip	Exciting Soccer (bootleg)
exctsccr.zip	Exciting Soccer
exctsccra.zip	Exciting Soccer (alternate music)
exctsccrb.zip	Exciting Soccer (bootleg)
exctsccrj.zip	Exciting Soccer (Japan)
exctsccrj2.zip	Exciting Soccer (Japan set 2)
exctsccrjo.zip	Exciting Soccer (Japan, older)
exctsccru.zip	Exciting Soccer (US)
exedexes.zip	Exed Exes
exerion.zip	Exerion
exerionb.zip	Exerion (bootleg)
exeriont.zip	Exerion (Taito)
exerizer.zip	Exerizer (Japan)
exerizerb.zip	Exerizer (Japan) (bootleg)
exerizrb.zip	Exerizer (Japan) (bootleg)
exodus.zip	Exodus (bootleg[Q])
expcard.zip	Express Card / Top Card (Ver. 1.5)
explbrkr.zip	Explosive Breaker
explorer.zip	Explorer
exprraid.zip	Express Raider (US)
exprraida.zip	Express Raider (US set 2)
exprraidi.zip	Express Raider (Italy)
exprraidu.zip	Express Raider (US, rev 5)
exsafar.zip	Safari (Russia) (Extrema)
extdwnhl.zip	Extreme Downhill (v1.5)
exterm.zip	Exterminator
extrmatn.zip	Extermination (US)
extrmatnj.zip	Extermination (Japan)
extrmatnu.zip	Extermination (US)
extrmth.zip	Treasure Hunt (Russia) (Extrema)
extrmti.zip	Treasure Island (Russia) (Extrema)
exvania.zip	Exvania (Japan)
exvaniaj.zip	Exvania (Japan)
exzisus.zip	Exzisus (Japan)
exzisusa.zip	Exzisus (Japan, conversion)
exzisust.zip	Exzisus (TAD license)
eyes.zip	Eyes (Digitrex Techstar)
eyes2.zip	Eyes (Techstar)
eyesb.zip	Eyes (bootleg set 1)
eyesdown.zip	Eyes Down (v1.3)
eyesdownd.zip	Eyes Down (v1.3, Datapak)
eyeszac.zip	Eyes (Zaccaria)
eyeszacb.zip	Eyes (bootleg set 2, decrypted)
eztouch.zip	EZ Touch (v116 China)
f14_l1.zip	F14 Tomcat (L-1)
f14_p3.zip	F14 Tomcat (P-3)
f14_p4.zip	F14 Tomcat (P-4)
f14_p5.zip	F14 Tomcat (P-5)
f15se.zip	F-15 Strike Eagle (rev. 2.2 02/25/91)
f15se21.zip	F-15 Strike Eagle (rev. 2.1 02/04/91)
f1dream.zip	F-1 Dream
f1dreamb.zip	F-1 Dream (bootleg)
f1dreamba.zip	F-1 Dream (bootleg, set 2)
f1en.zip	F1 Exhaust Note
f1enj.zip	F1 Exhaust Note (Japan)
f1enu.zip	F1 Exhaust Note (US)
f1gp.zip	F-1 Grand Prix
f1gp2.zip	F-1 Grand Prix Part II
f1gpb.zip	F-1 Grand Prix (Playmark bootleg)
f1gpp.zip	F1 Grand Prix
f1gpstar.zip	Grand Prix Star
f1gpstr2.zip	F-1 Grand Prix Star II
f1lap.zip	F1 Super Lap (World)
f1lapj.zip	F1 Super Lap (Japan)
f1superb.zip	F1 Super Battle
f355.zip	Ferrari F355 Challenge
f355bios.zip	Naomi Ferrari F355 Challenge Bios
f355dlx.zip	Naomi Ferrari F355 Challenge (deluxe) Bios
f355twin.zip	Ferrari F355 Challenge (Twin)
f355twn2.zip	Ferrari F355 Challenge 2 (Twin)
fa.zip	F-A (Japan)
faceoff.zip	Face Off (Japan)
faeton.zip	Faeton
fairyl2.zip	Fairy Land 2 (set 1)
fairyl2a.zip	Fairy Land 2 (set 2)
fairyl2b.zip	Fairy Land 2 (set 3)
fairyl2bl.zip	Fairy Land 2 (bootleg)
falcnwld.zip	Falcons Wild - Wild Card 1991 (TVG)
falcnwlda.zip	Falcons Wild - World Wide Poker (Video Klein, set 1)
falcnwldb.zip	Falcons Wild - World Wide Poker (Video Klein, set 2)
falcnwldc.zip	Falcons Wild - World Wide Poker (Falcon original)
falcon.zip	Falcon
falconz.zip	Falcon (bootleg of Phoenix) (Z80 CPU)
famibox.zip	FamicomBox
famlyfun.zip	Family Fun!
fantasia.zip	Fantasia
fantasiaa.zip	Fantasia (940307 PCB)
fantasiab.zip	Fantasia (940429 PCB, set 2)
fantasian.zip	Fantasia (940803 PCB)
fantastc.zip	Fantastic (Galaga conversion on Galaxian hardware)
fantasy.zip	Fantasy (US)
fantasyj.zip	Fantasy (Japan)
fantasyu.zip	Fantasy (US)
fantazia.zip	Fantazia
fantjour.zip	Fantastic Journey
fantjoura.zip	Fantastic Journey (ver AAA)
fantland.zip	Fantasy Land
fantlanda.zip	Fantasy Land (set 2)
fantsia2.zip	Fantasia II
fantsia2a.zip	Fantasia II (Less Explicit)
fantsy95.zip	Fantasy '95
fantzn2.zip	Fantasy Zone 2
fantzn2x.zip	Fantasy Zone II - The Tears of Opa-Opa (System 16C version)
fantzn2xp.zip	Fantasy Zone II - The Tears of Opa-Opa (System 16C version, prototype)
fantzone.zip	Fantasy Zone (Japan New Ver.)
fantzone1.zip	Fantasy Zone (unprotected)
fantzonep.zip	Fantasy Zone (317-5000)
fantzonepr.zip	Fantasy Zone (prototype)
fantzoneta.zip	Fantasy Zone (Time Attack, bootleg)
fantzono.zip	Fantasy Zone (Old Ver.)
farfalla.zip	Farfalla
farfallag.zip	Farfalla (German speech)
farfallai.zip	Farfalla (Italian speech)
farmer.zip	Farmers Rebellion
farwest.zip	Far West
fashion.zip	Fashion (Version 2.14)
fashiong.zip	Fashion Gambler
fashiong2.zip	Fashion Gambler (set 2)
fastdraw.zip	Fast Draw Showdown v1.3
fastdraw_130.zip	Fast Draw Showdown v1.30
fastdrwp.zip	Fast Draw (poker conversion kit)?
fastfred.zip	Fast Freddie
fastlane.zip	Fast Lane
fateulc.zip	Fate: Unlimited Codes (FUD1 ver. A)
fateulcb.zip	Fate: Unlimited Codes (bootleg)
fatfursa.zip	Fatal Fury Special / Garou Densetsu Special (set 2)
fatfursp.zip	Fatal Fury Special / Garou Densetsu Special (set 1)
fatfurspa.zip	Fatal Fury Special / Garou Densetsu Special (set 2)(NGM-058)(NGH-058)
fatfurwa.zip	Fatal Fury: Wild Ambition (rev.A)
fatfury1.zip	Fatal Fury - King of Fighters / Garou Densetsu - Shukumei no Tatakai
fatfury2.zip	Fatal Fury 2 / Garou Densetsu 2 - Arata-naru Tatakai
